id,code
E28069950000400379272D87,0263
E28069150000501F70A32862,0612
E28069150000501F39C89CD6,0738
E28069150000501F70A3F47E,0934
E28069150000401F70A44DF1,1012
E28069150000401F70A48672,0596
E28069150000501F39C4D29B,1149
E28069150000501F70A12A31,0419
E28069950000400379218A19,0147
E28069950000500379273128,0177
E28069150000401F39C54D85,0843
E28069950000400379271D4D,0220
E28069150000501F39C78CCC,0668
E28069150000501F39C5CEAE,0549
E28069150000401F39C50CAD,0554
E28069150000401F39C674FE,0988
E2806995000040037927402F,0325
E28069150000501F39C565F9,0754
E28069150000401F39C4DD4E,0308
E280699500004003792734FB,0309
E28069950000400379271D42,0178
E28069150000401F70A4769F,0731
E28069150000401F39C52D38,1043
E2806995000050037920F9B1,0353
E28069150000401F39C641C7,1165
E28069150000501F39C63C48,0523
E2806995000040037921825F,0066
E28069950000400379270E89,0219
E28069150000401F39C68A93,1184
E28069950000400379273C30,0225
E28069950000500379218965,0149
E2806995000050037920FA1B,0322
E28069150000501F70A041B3,0600
E28069150000401F39C8AA44,0905
E28069150000501F39C46C38,0913
E28069150000401F39C838CD,0640
E280699500005003792730F4,0391
E28069150000401F39C5998F,0709
E28069950000500379271D54,0171
E28069950000400379270A50,0060
E28069150000501F70A3FDAF,0532
E28069150000401F39C68041,1156
E28069950000400379272DBD,0247
E28069950000400379212114,0130
E28069150000501F39C5C45E,0678
E28069950000400379273C44,0070
E280699500005003792178E3,0228
E28069150000401F70A2B927,0558
E2806995000050037921263F,0078
E28069150000401F39C4F279,1120
E28069150000401F39C65A29,0722
E28069150000501F39C604D3,0488
E28069150000401F70A27486,0628
E28069150000501F70A3A6A2,0919
E28069150000501F39C6A5D7,0599
E28069150000401F39C5A4F3,1049
E28069150000401F39C5023A,0816
E28069950000400379217D0C,0065
E28069150000401F70A48C65,0742
E2806995000040037920F92C,0256
E28069150000401F70A12D4C,1038
E28069150000401F70A2A8EB,0863
E28069150000501F39C60963,0930
E28069150000501F39C59527,1180
E28069150000501F70A1F5AF,1063
E28069150000501F39C65C56,0977
E28069950000400379273C93,0281
E28069150000401F39C4B835,0465
E28069150000401F70A3786A,0567
E28069950000400379212199,0019
E28069150000501F39C504A8,0411
E280699500004003792740D3,0303
E28069150000401F39C59A2C,0947
E28069150000501F39C65553,1199
E28069950000500379270D9A,0144
E28069950000400379218D1B,0188
E28069150000501F39C69E67,0608
E28069950000400379271856,0196
E28069150000401F70A4C155,0946
E28069150000401F70A45025,0474
E28069150000401F70A4302A,0664
E28069150000401F39C56156,1174
E28069150000401F39C49202,1194
E28069150000501F39C58D81,0873
E28069950000500379211995,0396
E280699500004003792120C1,0200
E28069150000501F70A364F5,1127
E28069950000400379270D5D,0282
E28069950000400379272D50,0255
E28069150000401F39C68D3D,1097
E28069150000401F39C672B6,1101
E28069950000500379271528,0295
E28069150000401F39C601B7,0510
E28069950000400379217135,0379
E28069950000400379273596,0131
E280699500004003792731C4,0340
E28069150000501F39C59CF3,0776
E28069150000401F39C4FE01,1007
E28069150000401F39C605B6,0775
E28069150000501F70A43C8D,0646
E28069150000401F39C61599,1117
E280699500004003792171ED,0293
E28069150000401F39C67A2D,0907
E28069950000400379271549,0049
E28069150000401F70A41234,0560
E2806995000040037927313E,0363
E280699500004003792121D7,0315
E28069150000401F39C83674,0865
E28069150000501F70A4A852,0540
E2806995000040037927208A,0248
E28069950000500379271E54,0372
E28069950000400379271DD8,0168
E28069150000501F39C6986E,1073
E28069950000400379217923,0291
E28069150000401F70A07DBD,0665
E280699500004003792740E6,0136
E280699500005003792715A5,0367
E28069150000401F70A2C537,1139
E28069150000401F70A32A04,1091
E28069150000401F39C5D84A,0493
E28069150000401F39C64151,0954
E28069950000500379212603,0163
E28069150000401F70A10DFA,0762
E2806995000050037927396B,0332
E28069150000501F39C699B2,0823
E2806995000050037927118F,0400
E28069950000400379270909,0217
E28069150000501F39C9610E,1140
E28069150000501F39C6348F,0625
E28069950000400379272608,0069
E28069150000401F70A31281,0744
E28069150000401F70A2F1BB,0751
E28069150000401F70A300A9,0679
E28069150000401F39C65AB3,0594
E28069950000400379272CE0,0326
E28069150000401F39C8D092,1129
E28069150000501F39C4C12B,0992
E28069150000501F39C58601,1105
E28069150000401F39C4FC99,1033
E28069150000501F39C74251,0968
E280699500005003792735DC,0102
E28069150000401F70A0697E,1128
E28069150000401F39C485D9,0872
E28069150000401F70A4948B,1183
E28069150000401F70A4145B,0785
E28069150000401F39C58903,0948
E28069150000501F70A4C0F3,0933
E28069950000500379216DF3,0213
E28069150000401F39C5A97F,0942
E28069150000501F70A3E017,0501
E28069950000400379273292,0025
E28069150000401F70A1E85D,0531
E28069150000501F39C5BD9C,0477
E28069150000501F39C5FCEE,0610
E28069150000501F39C48479,1195
E28069150000501F39C50DD9,1027
E28069150000401F39C5BD52,1054
E28069150000501F70A1BCC1,1022
E2806995000040037921749F,0030
E28069950000500379271559,0082
E28069150000501F39C8C0E9,0790
E28069150000501F70A44CE9,0714
E28069150000501F39C55440,1179
E28069950000400379273666,0376
E28069150000501F70A2BDD8,0409
E28069150000401F70A13986,0833
E28069150000501F39C4918E,0592
E28069150000501F39C5B032,1081
E28069150000401F39C9C188,0780
E28069150000401F39C80D38,0457
E28069150000401F70A42C7B,0792
E280699500004003792125EF,0304
E28069950000500379270D30,0175
E28069150000501F70A178F9,1014
E28069950000500379272066,0352
E28069150000401F70A0312C,0555
E2806995000050037920F8EF,0148
E28069150000501F39C546AE,1018
E28069150000501F70A4A9F5,0551
E280699500004003792720D3,0354
E28069150000401F70A35D75,0715
E28069950000400379271CB3,0164
E28069950000400379218DC9,0028
E280699500005003792174A2,0183
E28069950000500379211DAD,0386
E28069150000501F39C55AC6,0881
E28069950000500379212158,0170
E28069150000401F70A2B845,0867
E28069950000500379211215,0115
E28069150000501F39C8A546,1158
E28069150000501F39C60CF6,0601
E28069150000501F39C4ACA4,1118
E28069950000400379217D4E,0112
E28069150000401F39C51AC5,1192
E28069950000400379217148,0207
E28069150000501F70A1B634,0693
E28069150000501F39C67A25,0700
E28069150000501F39C66D52,0755
E28069150000401F39C65D63,0868
E28069950000500379270D5C,0331
E280699500004003792121DE,0122
E28069150000501F39C6A941,0819
E28069150000501F39C4FD11,1119
E28069950000500379218229,0157
E28069150000501F39C4AD05,0719
E28069150000501F39C83089,0527
E280699500004003792119D0,0337
E28069150000401F70A3F189,0444
E280699500004003792178C0,0296
E28069150000401F39C65DAC,0598
E28069950000400379217CF8,0073
E28069150000501F39C4CE95,0842
E28069950000500379273DBD,0360
E28069150000501F39C5FD6B,0490
E280699500004003792731F1,0079
E28069150000501F39C63445,0917
E28069950000500379217131,0166
E28069150000501F70A4169E,0730
E28069150000401F70A37976,0941
E28069150000501F39C61118,0884
E280699500004003792731C7,0262
E28069150000401F39C8D20C,0486
E28069150000501F39C4C51C,0681
E28069150000401F39C9A998,0511
E28069150000401F39C62D49,0675
E28069950000500379270CF1,0099
E28069150000501F70A0E522,0787
E28069150000501F39C8DD2C,0773
E28069150000401F39C5A8BE,0428
E28069150000401F39C69CB0,0793
E28069150000401F39C5F525,0908
E2806995000040037926DA84,0238
E28069150000501F39C7BC8D,0421
E28069150000401F70A31D71,0497
E28069150000501F70A0B60F,0464
E28069150000401F39C6AA43,1163
E28069150000401F39C64E7C,0491
E280699500004003792188FC,0316
E280699500005003792189E4,0346
E28069150000501F70A481AC,0769
E28069150000401F39C50662,0745
E28069150000401F39C5ACFB,1196
E2806995000040037921799B,0271
E28069150000401F39C61DFD,0951
E28069150000501F39C63047,0471
E28069150000401F70A11D61,0422
E28069150000501F39C8B94D,0487
E28069150000401F70A05527,0556
E28069150000501F70A2F876,0574
E2806995000050037927207E,0399
E280699500005003792720E7,0052
E28069950000500379273994,0361
E28069950000500379218D23,0143
E28069150000401F39C6109A,0633
E2806995000050037927155C,0260
E28069150000401F70A31CC4,0533
E28069150000401F70A1F9C4,0644
E28069150000501F39C592BA,0969
E28069950000500B6E95F696,0494
E28069150000501F39C5923E,0979
E28069150000501F39C4B6C9,0306
E28069950000400379274676,0392
E28069950000500379272E19,0056
E28069950000400379211610,0042
E28069150000401F70A268AA,0484
E28069150000501F39C618F6,0648
E28069150000501F39C68D74,0677
E28069150000401F70A2C92C,0602
E280699500004003792725A7,0206
E28069150000501F70A3614B,0582
E28069150000401F70A2B107,0703
E28069150000401F70A1223D,1036
E28069150000501F39C74E1A,0485
E28069150000401F39C6011B,1182
E28069150000401F39C6996E,1161
E28069150000401F70A4864E,0662
E28069150000401F39C69049,0663
E28069150000401F70A40697,0972
E28069150000501F70A3EA2E,0809
E28069150000401F39C59417,0597
E28069150000401F39C50E9A,1074
E28069150000401F70A4067C,0704
E28069150000401F70A458B1,0829
E28069150000501F70A06DA0,1125
E28069150000501F39C8E627,0508
E28069950000400379273175,0195
E28069150000401F70A39E61,0576
E28069150000401F70A27E45,0857
E28069150000501F39C496C7,0433
E28069150000501F39C6854F,0726
E28069150000401F39C714ED,0446
E28069150000501F70A428B8,0451
E28069150000401F39C97536,1197
E28069950000500379273DA9,0037
E28069150000401F39C505A8,0759
E28069150000401F39C5B140,0492
E280699500004003792170B3,0358
E28069150000501F70A48EBB,0998
E28069150000401F39C95D90,0408
E280699500005003792735EA,0186
E28069950000400379212634,0222
E2806995000050037921751E,0141
E28069150000401F39C7BDBE,0839
E28069150000501F70A42C43,1061
E28069150000501F39C46E6C,0420
E2806995000040037927156E,0117
E28069950000500379212119,0364
E28069950000400379271D7E,0245
E2806995000050037921158D,0233
E28069150000501F70A410C7,0406
E28069150000401F70A41A59,0894
E28069150000501F39C3DDAC,0425
E28069950000500379212588,0280
E28069150000401F70A0C533,0889
E28069150000501F70A130F6,0476
E2806995000050037921714F,0390
E28069150000501F39C80127,0437
E28069950000400379211CB3,0169
E280699500004003792739C3,0314
E28069150000501F70A404E6,0666
E28069150000401F39C6169F,0915
E28069150000401F70A17201,0927
E28069150000501F70A48DEE,0684
E28069950000500379217C95,0311
E2806995000040037927246F,0398
E28069150000501F70A3DE29,0585
E2806995000040037927422E,0098
E28069150000501F39C4F474,1050
E280699500005003792108AC,0251
E28069150000501F39C59208,0611
E28069150000401F70A44A35,0756
E28069150000501F39C5998E,0827
E28069950000500379272276,0101
E280699500005003792730BA,0135
E28069150000401F39C62618,0691
E28069150000401F39C51D9E,0737
E28069150000401F39C52867,0859
E28069150000501F70A17D6F,1110
E280699500005003792125BE,0127
E28069150000401F70A3648C,0911
E28069150000401F39C97D7A,0550
E280699500005003792189F6,0212
E28069150000501F39C66D6E,0855
E28069150000501F39C5D1F6,0676
E28069150000401F39C6820D,0808
E28069150000401F39C505FE,0613
E28069950000400379255E65,0009
E28069150000501F39C51247,0711
E28069150000401F70A32D90,0450
E28069150000401F39C4DD1B,0955
E28069150000401F70A3B0B5,0423
E28069150000401F39C8D1FC,0932
E28069150000401F39C4FDB5,0301
E280699500004003792124FF,0341
E28069950000400379217979,0051
E28069150000501F70A288B4,0543
E28069150000401F70A0A928,0739
E28069150000401F39C4D5D9,0618
E28069150000501F39C5BD00,0876
E28069150000401F39C8E159,0516
E28069950000400379273D2F,0180
E28069150000401F39C495E1,0729
E28069150000501F39C59891,0834
E28069150000401F39C59DA6,0804
E28069150000401F39C69C25,0880
E28069150000501F39C4DDD9,0697
E28069150000501F39C48E97,1134
E28069150000401F39C5B26D,0438
E28069950000400379272680,0096
E28069150000401F70A431FC,0748
E280699500005003792109D9,0093
E28069150000501F39C5C8BF,1001
E28069150000501F39C639E1,0584
E28069950000500379273E17,0064
E28069950000400379217230,0085
E28069150000401F70A354AB,0645
E28069150000501F39C49E9F,1162
E28069950000500379271E4A,0335
E28069150000501F70A2844B,0837
E28069150000401F70A39286,0782
E28069150000501F70A496B1,0581
E28069150000501F39C68A4A,1060
E28069150000401F39C5C537,1082
E28069150000401F39C5B4D0,1100
E28069150000501F39C5A231,0963
E28069950000500379273C58,0004
E28069150000501F39C4BD54,1153
E28069950000400379272673,0185
E28069150000401F39C64505,0774
E28069150000501F39C95D73,0499
E28069150000401F70A3D9C7,0694
E28069150000401F39C4DCCD,0832
E28069150000401F39C54238,1079
E28069150000401F39C804FD,0879
E28069950000400379273170,0172
E28069150000401F39C49647,0814
E28069150000401F70A36E0D,0559
E28069150000501F39C4487F,1114
E28069950000400379218616,0055
E28069150000501F39C58888,1031
E28069950000400379272296,0139
E28069950000500379216D66,0160
E280699500005003792714B3,0366
E28069950000500379274198,0091
E28069150000401F39C979EB,1095
E28069150000401F70A359AC,0463
E28069150000501F39C8A187,1088
E28069150000401F39C68578,0937
E28069150000401F70A30440,0798
E28069150000401F70A3D57A,0561
E28069150000501F39C52E78,0405
E28069150000501F39C55E25,0807
E28069950000500379217CE1,0118
E28069150000401F39C5C067,0622
E28069150000401F39C8F4A1,0443
E28069150000501F70A3E8C4,0548
E280699500004003792715D5,0336
E280699500004003792738A7,0032
E28069150000401F70A370C7,0524
E28069150000501F39C7F16F,0672
E28069150000401F39C821B2,0903
E28069150000401F39C48A7A,0940
E28069950000500379270DF0,0187
E28069150000401F39C9953E,0547
E28069150000501F39C4F94C,1034
E28069150000401F39C8B902,1191
E28069150000401F39C82E2D,1138
E28069150000401F70A4582D,0912
E28069150000501F39C60972,0407
E28069150000401F39C618C1,0835
E28069150000501F39C89D71,1154
E28069150000401F39C5A4A6,0658
E28069150000501F39C7DCB7,0661
E2806995000050037921252B,0231
E280699500005003792109CE,0268
E28069950000500379273CCB,0229
E28069150000501F39C8ADEB,0736
E28069150000401F39C9859A,0743
E28069950000500379271C93,0162
E28069950000500379217D34,0075
E28069950000500379210D8D,0076
E28069150000401F39C4B195,0653
E28069150000401F39C4C5FA,0688
E28069950000400379218CB0,0071
E28069150000401F70A13C92,0583
E28069150000501F39C5CAAC,0475
E28069150000501F39C58538,1002
E28069150000501F39C54130,0591
E28069150000501F39C5393F,0466
E28069150000401F70A40C8C,1037
E28069150000401F70A15CB5,0686
E28069150000401F39C5CEA0,1015
E28069150000401F39C5C916,0936
E28069150000501F39C8F992,0981
E28069950000500379274120,0039
E28069950000400379211E3F,0153
E28069950000400379271C6B,0107
E28069150000401F39C8A506,1193
E28069950000400379218D17,0317
E280699500005003792728A8,0279
E28069150000501F70A02582,0542
E28069950000500379218CD4,0129
E28069150000401F39C5F47E,1123
E28069950000400379218546,0259
E28069150000401F39C52DB0,0557
E28069950000400379211DC3,0184
E28069950000500379272C8E,0155
E28069150000401F39C48551,0789
E28069150000401F39C49E79,0522
E280699500004003792111E7,0267
E28069150000401F39C6BC56,1188
E28069150000401F70A10D5C,0869
E28069950000400379272519,0258
E28069150000501F39C5DC62,0566
E28069150000401F39C5450A,0922
E2806995000040037927417B,0324
E28069150000501F39C59A30,1159
E28069150000501F39C4DEBA,0717
E2806995000050037927423D,0253
E28069150000401F39C985DE,0874
E28069150000401F39C5EE46,0952
E28069150000501F39C4EA0A,0528
E28069150000501F70A41AC1,0856
E28069150000501F70A39A5E,0652
E28069150000401F39C5DD26,0777
E28069950000400379270D8C,0074
E28069150000401F39C522CB,0750
E28069950000500379211E37,0338
E28069150000501F39C4E4AB,1124
E28069150000401F39C6056B,0649
E28069950000500379270DE7,0001
E28069150000401F39C4E200,0741
E28069150000401F39C64208,1145
E280699500005003792185D4,0061
E28069950000400379273C95,0230
E28069950000400379272083,0397
E280699500004003792114A6,0289
E28069150000501F39C54E4B,0412
E28069950000500379217A50,0119
E280699500004003792735ED,0113
E28069150000501F39C4C4B2,1109
E2806995000040037920F952,0264
E2806995000050037920FA1D,0010
E28069950000500379211D32,0080
E28069150000401F70A21CF3,0605
E280699500005003792114F4,0018
E28069150000501F39C8DD20,0902
E28069950000500379273EA6,0095
E28069150000501F70A3A1F5,0413
E280699500004003792709A0,0111
E28069150000401F39C480B5,0846
E28069950000400379271E55,0053
E28069150000401F39C50E2B,0541
E28069150000401F39C3E98E,0707
E28069150000501F70A4AE92,0432
E28069950000400379210DCB,0109
E2806995000040037927424E,0313
E28069150000401F70A3B44D,0897
E28069950000500379217CF6,0026
E28069150000401F39C8C1C4,1102
E2806995000040037927092D,0284
E280699500004003792711FC,0210
E280699500005003792711CB,0103
E28069150000501F39C7B0F3,0899
E28069150000501F39C5EE55,1025
E28069150000401F70A2C4F9,0929
E28069150000501F39C95600,0690
E28069950000400379273656,0068
E28069950000400379273072,0297
E28069950000400379272CFE,0090
E28069150000501F70A48A54,0875
E28069950000400379272D0F,0330
E28069150000401F70A384CA,1078
E28069150000401F39C580ED,1076
E28069150000401F39C50D42,0593
E28069150000401F39C5A070,0747
E28069950000500379271055,0385
E28069150000501F39C50635,0858
E28069150000401F39C5D533,1093
E28069150000401F39C60453,0892
E28069150000501F39C5A5F6,1133
E28069150000501F39C584ED,0460
E280699500004003792718CA,0154
E28069150000501F39C831D8,0660
E28069150000501F70A24E90,0962
E28069150000401F70A12173,0571
E28069950000400379270D31,0300
E28069150000501F39C96138,0416
E28069150000401F70A299C7,1023
E2806995000050037921797E,0374
E2806995000050037920F97B,0348
E28069150000501F39C8F945,0429
E2806995000040037927285C,0043
E28069150000401F39C8C9F3,0570
E28069950000400379217DAC,0265
E28069150000501F70A371A2,0507
E28069150000501F70A3B927,0939
E28069150000501F70A28D4E,0414
E28069150000501F39C5F864,1062
E280699500004003792719E5,0389
E28069150000401F70A22D29,0680
E2806995000050037920FCC5,0244
E28069150000401F39C5B693,0888
E28069150000501F39C4A4FF,1152
E28069150000401F39C5C989,1143
E28069150000501F39C7D9B8,0630
E28069150000501F70A2F50A,0836
E28069150000401F39C609FE,1096
E28069150000401F39C5F4CF,0861
E280699500005003792715CF,0275
E28069950000400379273521,0359
E28069150000401F39C52A33,1132
E28069150000401F39C5C631,1103
E28069150000501F39C99D5D,0473
E28069150000401F70A35E68,1032
E28069150000501F39C5D562,0960
E28069150000501F39C8E974,0758
E28069150000501F39C6798A,0515
E28069150000401F39C8D546,1048
1234ABCD0000400379273276,0223
E28069150000401F70A2D2A4,0436
E28069150000501F39C59492,1026
E28069950000500379270DE1,0327
E2806995000050037921861D,0088
E28069150000401F39C5A421,0959
E28069150000501F39C8B1C7,1008
E28069150000401F39C56A1F,1009
E280699500005003792738FC,0285
E28069950000400379218CE6,0201
E2806995000040037927369F,0380
E28069950000400379270E8C,0126
E28069150000501F39C77928,1075
E28069150000501F39C5B592,0982
E2806995000040037927417E,0203
E28069150000401F70A19575,1098
E28069950000400379273999,0124
E28069150000401F39C6304F,1173
E2806995000050037927306B,0226
E28069150000501F39C5BE1B,0984
E28069150000501F39C52C98,1148
E28069150000501F39C4F488,0825
E28069150000501F39C63E9E,0733
E280699500005003792115F5,0106
E280699500004003792108DC,0334
E28069950000400379273039,0369
E28069150000501F39C69DD5,0519
E28069950000500379274055,0395
E280699500005003792175B7,0094
E28069150000401F70A120C5,1172
E28069150000401F39C5ED61,0609
E280699500004003792725C4,0197
E28069950000500379218D45,0235
E28069150000401F39C8B94F,0521
E28069950000500379271283,0342
E28069150000501F39C9991D,0517
E28069150000401F70A33446,0685
E28069150000501F39C8B0E8,0860
E28069150000401F39C8A186,0986
E280699500005003792731C9,0208
E280699500005003792114CE,0008
E28069150000401F39C5C591,0518
E28069950000400379270A21,0307
E28069150000501F70A490CA,1055
E28069950000400379271A83,0006
E28069150000401F70A481E0,1177
E28069150000501F39C4C1ED,0886
E28069150000501F70A274A6,0568
E28069150000401F39C5CA46,1072
E28069150000501F39C5C51E,0565
E28069150000401F39C53567,1168
E28069950000500379272189,0114
E28069950000500379271C47,0355
E280699500004003792118FC,0036
E2806995000040037920F9A1,0167
E28069950000500379216CFB,0031
E28069150000501F39C4C9AD,1135
E28069950000500379271486,0272
E28069150000401F39C594C5,0449
E28069150000401F70A2B9CA,0795
E28069150000501F39C67694,1064
E28069150000501F39C55533,0918
E28069150000401F39C7B925,1108
E2806995000040037920F9CD,0193
E28069950000400379271C8A,0121
E28069150000501F39C89C86,0818
E28069150000501F39C64142,0468
E28069150000401F70A284DF,1137
E28069950000400379271073,0181
E280699500004003792731A1,0198
E28069150000401F39C59C23,1069
E28069950000500379273D60,0087
E2806995000040037927313D,0045
E28069150000501F39C5CAB7,0643
E28069150000401F70A3324A,0655
E2806995000040037927195D,0254
E28069150000501F39C66EB3,0770
E2806995000040037927205B,0054
E28069150000501F39C54D41,0882
E28069950000500379272258,0209
E28069150000401F70A48E19,0546
E2806995000050037920FA18,0159
E28069150000401F39C52CA5,0999
E28069150000501F70A3F698,0841
E28069950000400379271E50,0092
E28069150000501F39C539B1,0746
E28069150000501F70A39658,0431
E28069950000400379218CF7,0388
E28069150000401F39C48C5E,1020
E28069150000501F39C8CA20,0900
E28069150000501F39C55EBF,0852
E2806995000050037927193A,0319
E28069150000401F70A4C12B,0965
E28069150000501F39C61155,1181
E28069150000401F70A45841,1019
E28069150000401F39C49053,0806
E28069150000401F39C655A2,0580
E28069150000401F39C8F19D,0964
E280699500004003792709FC,0344
E28069150000401F70A2ADF6,1185
E28069150000401F39C5F934,0417
E28069150000501F39C6017C,0970
E280699500005003792728DF,0110
E28069150000401F39C66CF2,0878
E28069150000401F70A28687,0480
E28069950000400379218D3A,0204
E28069150000501F39C6322F,0766
E28069150000501F39C66280,1176
E28069150000401F70A2D185,0669
E28069150000401F39C63228,0495
E28069150000401F39C591AA,1006
E28069150000501F70A21A49,0995
E2806995000050037927190C,0227
E28069150000501F39C8C8B1,0403
E28069950000500379216E59,0137
E28069150000401F70A3CA53,0966
E28069150000401F39C4842D,0760
E28069150000401F39C7CC5C,0797
E28069150000501F70A41EA9,0638
E28069950000500379272108,0123
E28069150000501F70A4196E,1085
E2806995000040037927406D,0321
E28069150000501F39C51A4F,1039
E28069150000401F39C9858D,0767
E28069150000401F70A49D4B,0434
E28069150000401F39C629A3,1005
E28069150000401F39C9BDD0,0529
E280699500005003792739A4,0298
E28069150000401F70A496AD,1166
E28069150000501F39C8C9EA,0994
E280699500004003792734F4,0277
E28069950000400379271E77,0199
E28069950000400379273CD2,0276
E28069150000501F70A46E26,0534
E280699500004003792109FF,0194
E28069150000501F39C4D069,1056
E28069150000501F70A13204,0578
E2806995000050037927398A,0034
E28069150000401F39C5A272,1112
E28069150000401F70A2965B,0862
E28069150000501F39C5DC13,0535
E28069150000401F39C845C2,0683
E28069150000501F39C760AE,1122
E28069150000501F39C666B2,0752
E28069150000501F39C48922,1047
E28069950000500379272618,0269
E28069150000401F39C48E8D,0725
E28069950000400379218997,0012
E28069150000401F39C4E1F3,0525
E28069950000400379270CD4,0156
E28069150000401F70A48189,0851
E2806995000040037927161A,0002
E280699500005003792708E7,0241
E28069150000501F39C5108A,0440
E280699500005003792731DD,0058
E280699500005003792108C3,0057
E28069150000501F70A11CC1,0853
E28069150000401F70A3B667,0506
E28069150000401F39C69A08,0956
E28069150000401F39C584CD,0732
E28069150000401F39C98D34,1089
E28069150000501F70A21DDE,1146
E28069950000500379218110,0192
E28069150000401F39C6084E,1136
E2806995000050037927252D,0174
E28069950000400379272D11,0252
E28069950000400379216C95,0257
E28069950000400379273622,0067
E28069150000501F70A29548,0784
E28069150000401F70A48815,0896
E28069150000401F39C4E8F0,0813
E28069150000401F39C8C9ED,0470
E28069950000400379270D6D,0041
E28069950000500379273160,0086
E28069150000401F70A46561,1111
E28069950000400379271AA8,0077
E28069150000401F39C56C91,0871
E280699500005003792725C6,0333
E28069950000500379273057,0211
E28069150000501F39C4EE37,1035
E28069150000501F39C56ABD,1045
E28069950000400379272A9D,0246
E28069950000500379216CE3,0138
E28069150000401F70A480A0,0801
E28069950000500379273CAB,0105
E28069150000501F39C5CA50,0996
E280699500005003792714E5,0214
E28069150000501F39C646B0,1090
E28069150000501F39C63D6D,0435
E28069150000401F39C5AA04,1044
E2806995000050037920F930,0145
E28069150000501F39C5E619,0810
E28069150000401F70A3EC79,0639
E28069150000501F39C58091,0682
E28069150000501F39C52147,0831
E28069950000500379210604,0221
E2806995000040037927153E,0062
E2806995000040037921222E,0176
E28069150000401F70A41D97,0931
